id,source,created_at,rating,text
1, trust_pilot, 2025-11-23, 5, "I have no complaints with Embrace other… I have no complaints with Embrace other than their APP never seams to work when I need it. Other wise excellent ! Submit claim and in 2 to 3 days your reimbursement is in the bank. Love it! If only personal health insurance was that Easy!!!"
2, trust_pilot, 2025-11-23, 1, "Rate tripled year over year Embrace will not cancel when your dog gets old. However, they will raise your rate from $2,500 a year to $9,900 a year for a policy that pays a maximum of $10,000. Embrace met their contracted obligations and advertised statements for 12 years. Approach with caution."
3, trust_pilot, 2025-11-22, 5, "Embrace Answers The rep I spoke to was very understanding and said to submit my claim for my lost pet again and shell see if they will honor it. Anytime I had questions they were there to help me . Its great knowing the company is truly animal friendly !"
4, trust_pilot, 2025-11-21, 5, "Very pleased with Embrace Pet Insurance. I have the normal insurance plus the Wellness addition. I have had a few claims with the Wellness part and have found it very easy to file the claim and received a response within a couple of days. Very pleased with the quick response. I have had the opportunity to speak with customer support and was pleased with the friendly and supportive assistance."
5, trust_pilot, 2025-11-21, 1, "Do not use them Do not use them. After years a decade and a half of using them the abruptly changed my monthly premium for two dogs to 1200$ from 400$ which had been steadily increasing. The maximum pay out is $10000 because I set this up in 2010. Its a disgrace that they treat senior dogs like this. Clearly this is a business and they dont care about your pets. I recommend looking elsewhere or invest the same money into a money market or low risk investment account. I will never use them again."
6, trust_pilot, 2025-11-21, 5, "The claims process was very simple."
7, trust_pilot, 2025-11-21, 1, "Ripped me off Ripped me off. I only had my policy a couple days and then they abruptly canceled it and kept my money. I tried to get in touch with them and they are not answering."
8, trust_pilot, 2025-11-20, 5, "Handled our claim with thoughtfulness as well as efficiency. We recently had to say goodbye to our faithful dog Nelson after several visits to the vet. Embrace handled our claim almost immediately. They sent a thoughtful message with condolences and were very help during this difficult time. They also took the time to remove Nelson from our account so I did not have to worry about getting that done and applied a credit for the remaining days of his coverage to our account for our other dogs."
9, trust_pilot, 2025-11-20, 5, "Quick Response Embrace has a very quick response time. My claim was viewed within 24 hours. The app on my phone made it very convenient and easy to complete. The information they give is easily understood."
10, trust_pilot, 2025-11-20, 1, "Avoid this company they will drop your senior dog when you need them most. I was an Embrace customer for over 13 years and used to recommend them to everyone. Sadly I cant say that anymore. This year they raised the premium on my 15-year-old chihuahua from about $2000 to over $10000 annually even with the multi-pet discount. The plan only pays out a maximum of $10000 per year so the new price makes the coverage essentially worthless. Theyre pushing us off the policy without technically cancelling us. My dog has been insured with Embrace since he was 3 and had more than a decade of healthy years with almost no issues. Now that hes developed two conditions that count as pre-existing no other insurer will cover him in any meaningful way. After more than a decade of loyalty were left uninsured when he needs help the most. When I called Embrace for an explanation all I got was a canned response about state-approved rates and rising veterinary costs. Yes vet care has gone up but nothing justifies a fivefold increase in one year. Because of this experience Ill also be removing my younger dog from Embrace. A company that treats long-term customers this way does not deserve our trust."
11, trust_pilot, 2025-11-20, 5, "Embrace is a top notch pet insurance company Embrace provides a very easy claims process with reimbursement sometimes happening on the same day. It also provides great coverage for the money. The support staff is empathetic and very helpful even offering suggestions to lower premium costs without jeopardizing coverage. We have two dogs who have been covered by Embrace for many years and some serious medical issues."
12, trust_pilot, 2025-11-19, 5, "Glad to be here I just signed up for my 2 cats after my last company jacked up the premium for one cat from $160 per month to $550. The person I spoke with was pleasant clear and informative. The sign up process was easy and quick. The rates were very good. So far so good."
13, trust_pilot, 2025-11-19, 5, "FIXED A PROBLEM IN A TIMELY MANNER."
14, trust_pilot, 2025-11-18, 5, "Thank goodness for Dog insurance with Embrace My dog was hit by a car and Embrace were very helpful when I called them about this. I submitted all the paper work and received payment within a few days. Would recommend them Easy to use system for claims and extremely polite staff."
15, trust_pilot, 2025-11-18, 5, "Efficient Fast thorough and efficient claim process."
16, trust_pilot, 2025-11-18, 5, "Very pleased with Embrace Embrace Insurance has a easy to use app for filing claims and they provide excellent communication about the status of a claim. I am very pleased with the coverage our policy has provided."
17, trust_pilot, 2025-11-18, 1, "They can cant answer my questions I keep calling I get no answers today. I got put on hold and then to a voicemail which no ones responded to. I haven paid any of my claims since August so I would say I am not a very happy customer. They used to be great but now not so much.."
18, trust_pilot, 2025-11-18, 5, "I am going to be honest I am going to be honest: I was worried. But my first claim ever submitted was so easy and the wonderful employees at Embrace processed it so quickly delivering me a comprehensive breakdown and everything and a quick return on my refund. My pup needed extensive testing with a specialist and I would do anything for him. Embrace gave me peace of mind that I could do that and more within my policy and have the financial help I needed to do it. I cannot speak more highly of Embrace and will continue to utilize their services for my pup now and my pups in the future."
19, trust_pilot, 2025-11-17, 5, "The person in customer service was… The person in customer service was great and very helpful."
20, trust_pilot, 2025-11-17, 5, "Very easy to use and submit a claim"
21, trust_pilot, 2025-11-17, 4, "The process was much easier than previou The process was much easier than previous experiences. Last year I had bills that I didn't submit because I dreaded the process. I was overwhelmed with illness in the family and could not not get my head around the forms. however I find this insurance more expensive than others The deductible is outrageous. Dr. Hoffman is fabulous."
22, trust_pilot, 2025-11-16, 5, "Claims are so easy to do! Claims are so easy to do!"
23, trust_pilot, 2025-11-16, 1, "Ten Years of Trust Gone Overnight Im really sad to write this review. Ive had Embrace for ten years with no issues and I even recommended them to others long before they had a referral program. As we approached the ten year mark they started calling me nonstop. When I finally spoke with someone they told me my premium was increasing to 4.5x what I had been paying. This was on top of the yearly increases they already apply. They were calling because they KNEW people would be pissed if that auto charge would have happened without letting people know. This is the stage of my dogs life when she needs coverage the most and they raised the premium higher than what I pay for both my own and my sons health insurance combined. It feels like they were trying to push long term customers out before any major vet bills come up. I am extremely disappointed and now my aging dog is left without coverage. Its all shady and typical for an insurance company. I now tell everyone to avoid Embrace and just save money is a pet savings account for the day you may need it."
24, trust_pilot, 2025-11-16, 1, "No Common Sense What went wrong was when I signed up my new puppy, the wellness policy was not added. I turned in a claim and it was denied. Now I have another dog signed up for almost a year. Common sense would tell you to sign up the dog for wellness when I said I wanted the same thing the first dog had. Then I spoke with someone else and they said I could add wellness. I would have to pay over $400.00 because it would have to be backdated to before the dog was born. Senseless!"
25, trust_pilot, 2025-11-16, 5, "Claims & overall site Revised site & claims process much improved & easier"
26, trust_pilot, 2025-11-16, 5, "Submitting the claim was fast and simple Submitting the claim was fast and simple"
27, trust_pilot, 2025-11-16, 5, "Great simple, quick, and efficient website. Took less than five minutes to upload the claim."
28, trust_pilot, 2025-11-16, 5, "Quick, Easy, Attentive Customer service is easy to reach and can always help me. They are quick to review and reimburse claims. I have been really pleased with the coverage and service for my pets since we have had Embrace the past 7 years."
29, trust_pilot, 2025-11-16, 5, "I talked to two people I talked to two people. The second called me to see what they could do to make the policy work for me. We were on the phone for an hour before we could find a solution. It was amazing customer service."
30, trust_pilot, 2025-11-16, 5, "As always I appreciate EMBRACE As always I appreciate EMBRACE. A real human answers the phone!!!! AND called me! When does THAT happen anymore. Also It is easy to file a claim. No hidden small print. Whats covered is clear. In the past I have received fair and prompt reimbursement. I hope they never change their way of doing business."
31, trust_pilot, 2025-11-15, 5, "Recommend Embrace for coverage Have only had coverage for 4 cats for about 6 months now, but I am very pleased with their customer service. Filing of claims has been exceptionally easy. I highly recommend getting coverage with Embrace."
32, trust_pilot, 2025-11-15, 5, "This was easy and took only a few… This was easy and took only a few mintues."
33, trust_pilot, 2025-11-15, 5, "The process of submitting a claim is… The process of submitting a claim is fairly easy. Claims are also handled in a timely fashion."
34, trust_pilot, 2025-11-15, 5, "Such Ease and user friendly!"
35, trust_pilot, 2025-11-15, 5, "Rep's always helpful & courteous. Thank you Rep's always helpful"
36, trust_pilot, 2025-11-15, 5, "Embrace is a great pet insurance Embrace is a great pet insurance! They make it so easy to put in a claim. So thankful we havent had to put in a claim in a long time but when Bootsie had an ear infection the other day we sent in a claim and got feedback right away. I would recommend this insurance to anybody looking for a good pet insurance!"
37, trust_pilot, 2025-11-14, 5, "Fast and easy to submit a claim and the… Fast and easy to submit a claim and the claim is usually paid the next day!"
38, trust_pilot, 2025-11-14, 5, "It was straightforward and step by step… It was straightforward and step by step instructions were provided. The whole process did not take long"
39, trust_pilot, 2025-11-14, 5, "Invited Outstanding Support!!!! We have been with Embrace since August 2024. Our coverage includes wellness accident and illness insurance for two adult male cats. We just submitted our first two illness claims resulting from a significant initially life threatening stroke suffered by one of them. Treatment included emergency ICU and stabilization procedures at one practice for two days followed by two additional days at a neurological specialist and advanced care facility. Embrace approved both claims within 24 hours. The claims process was both flawless and seamless - truly outstanding in all regards. In all aspects our experience denoted a competent professional and caring company that provides its advertised services in an exemplary manner. Highly recommend in all regards. 6.0 on a 5.0 scale."
40, trust_pilot, 2025-11-14, 5, "I like the ease and speed filing a… I like the ease and speed filing a claim takes."
41, trust_pilot, 2025-11-14, 5, "Quick and easy claim submission Quick and easy claim submission. Usually doesn't rake long for reimbursement."
42, trust_pilot, 2025-11-14, 5, "Quick and easy submission Quick and easy submission. Terms of the policy seem to be fair and really help. Years ago I had pet insurance which did little to nothing."
43, trust_pilot, 2025-11-14, 5, "Embrace Pet Insurance has provided excellent service Embrace Pet Insurance has provided excellent coverage for my Dachsund Luna. Claims have been acted upon in a quick and timely manner."
44, trust_pilot, 2025-11-14, 5, "Easy to submit online and quick… Easy to submit online and quick response time everytime I've called with a question everyone has been friendly and courteous!"
45, trust_pilot, 2025-11-14, 5, "All went well."
46, trust_pilot, 2025-11-14, 5, "Invited Exceeded expectations The claims process was quick efficient easy and very fast. The claim was processed within 24 hours and the reimbursement was received within a couple days. Very happy with the entire process."
47, trust_pilot, 2025-11-14, 5, "Super easy submitting claim. Super easy submitting claim."
48, trust_pilot, 2025-11-14, 5, "Embrace delivers Embrace delivers! I constantly have excellent service from awesome people. They are fast efficient and alerts kind and professional. As long as I have pets I will have embrace. Elise B"
49, trust_pilot, 2025-11-13, 5, "FAST and EASY!"
50, trust_pilot, 2025-11-13, 5, "Invited I am 100% happy and grateful for Embrace Pet Insurance This is my first experience with pet insurance and I could not be happier with Embrace. After my dachshund was diagnosed with a significant issue I crossed my fingers that the coverage would kick in and that it would be a seamless and easy process. It has been both simple and easy. I've submitted several claims and all of them were reviewed the day they were submitted and paid that same day. Every call I've had with them has been very helpful and pleasant. They are responsive and seem to really care about my dogs care and my experience. I wish my own personal insurance was as easy!"
51, trust_pilot, 2025-11-13, 5, "Embrace has been AMAZING!! Embrace has been AMAZING!!! Ive had in the last week 4 vet visits that they have been so quick with response and approval and payments for the visits!"
52, trust_pilot, 2025-11-13, 5, "Always a prompt and accurate response"
53, trust_pilot, 2025-11-13, 1, "Invited Tries to deny claims Theyre an insurance company that does everything they can to deny a claim. Did you bring your pet to the vet after noticing strange behaviors and symptoms? Well according to them that dont qualify for insurance even if your pet is prescribed medicines and/or a diet."
54, trust_pilot, 2025-11-13, 5, "User Friendly Claim process is pretty easy."
55, trust_pilot, 2025-11-13, 5, "I am so thankful I have embrace for my… I am so thankful I have embrace for my two pups Chubbs and Darlie it give me peace when I have to take them to vet no matter what is going on"
56, trust_pilot, 2025-11-13, 1, "The Embrace website is HORRIBLE!!! The Embrace website is clumsy hides info to check for errors slow to send confirmation emails in a word: DISASTEROUS! I will be looking to switch my pet insurance just for the HORRIBLE EMBRACE WEBSITE DISASTER!"
57, trust_pilot, 2025-11-13, 5, "Very easy to submit the claim! Very easy to submit the claim!"
58, trust_pilot, 2025-11-12, 5, "Invited Great experience The claims portion is so easy to use. Well explained and fast. We made claims and 2 hours later they were complete. Great experience!"
59, trust_pilot, 2025-11-12, 5, "Always very quick with a fair response Always very quick with a fair response. Recommend this pet insurance for anyone with pets."
60, trust_pilot, 2025-11-12, 5, "Very easy to submit a claim."
61, trust_pilot, 2025-11-12, 5, "I had such a great experience using this site! The process to file a claim was super easy and straightforward — everything was clearly explained and it only took a few minutes to complete. The layout is clean and user-friendly and I really appreciated how quick and efficient the whole process was. Highly recommend this site to anyone who wants a fast and hassle-free way to submit a claim!"
62, trust_pilot, 2025-11-12, 5, "Our First Experience With Embrace! Recently our rescue puppy JR now 9 years old required surgery for an ear hematoma. We have had Embrace Insurance since we brought him home but until now had never used it so I was a little apprehensive about filing a claim. I have to say that it was one of the easiest most transparent processes I have ever been through with any insurance company. I uploaded the invoice from the vet answered a few short questions and the submission was done. The time was 3:18 pm EST. At 3:34 pm EST I received an email acknowledging the submission and giving us the good news that the claim was complete and that the surgery was covered by our policy! Embrace kept me informed every step of the way the submission process was simple and clear and the resolution was lightning fast! I am still shaking my head in disbelief at how easy this was and thankful that I kept this coverage from the beginning. This is a great company that I highly recommend! Well done Embrace!!! And THANK YOU!!!"
63, trust_pilot, 2025-11-12, 5, "Embrace is great! Embrace is a great company to insure your pets; we have worked with them for at least 10 years. Submitting claims is easy they cover a great amount and I have never had issues with them. Its nice to have the trust that our pets can get the care they need and we can afford it because of Embrace."
64, trust_pilot, 2025-11-12, 5, "Website is easy to work with Website is easy to work with. Customer service and reimbursements are quick. Just hoping they can keep their rates the same as my contract is going to expire soon."
65, trust_pilot, 2025-11-12, 5, "Easy claims submission and fast… Easy claims submission and fast payment. Website is easy to navigate and this insurance is priced right!!"
66, trust_pilot, 2025-11-12, 5, "just followed directions they were… just followed directions they were plain and clear"
67, trust_pilot, 2025-11-11, 5, "Claim Speedy efficient responses via email and claim."
68, trust_pilot, 2025-11-11, 5, "Easy to file a claim."
69, trust_pilot, 2025-11-11, 5, "I'm satisfied with how my claim is processed. Its expeditiously paid. No hassles. I'm satisfied with how my claim is"
70, trust_pilot, 2025-11-11, 5, "Quick and Fair Our Pit-Lab mix dog Coco has been insured by Embrace Pet Insurance since she was 6 weeks old. She was given a clean bill of health and after the required waiting period she has had full coverage up to $10000. At the age of 3 Coco was diagnosed with Exocrine Pancreatic Insufficiency a genetic disease that can be treated but not cured. The treatment is over $500 per month but Embrace has been paying 80% of that cost continuously since she was diagnosed. My rates have not risen any more than a healthy dog and they have never refused a claim."
71, trust_pilot, 2025-11-11, 5, "Fast and easy to submit claims"
72, trust_pilot, 2025-11-11, 5, "Your employees are your best… Your employees are your best Ambassadors for your business. They ROCK!!!!!"
73, trust_pilot, 2025-11-11, 5, "Submitting a claim Submitting a claim. Just had to submit a claim. My dog ate a corn cob. The website is very easy to work with and Embrace customer service is excellent"
74, trust_pilot, 2025-11-11, 5, "Submitting a claim was way easier than… Submitting a claim was way easier than I expected."
75, trust_pilot, 2025-11-11, 5, "So Thankful For Embrace Coverage! Pet insurance isnt cheap especially as they get older but it has been invaluable in giving us peace of mind when we've been concerned about a health issue. Our 10-year-old chocolate lab had a lump that turned out to be cancerous then surgery then complications from surgery then three months of follow-up appointments and cone wearing poor thing!. The whole ordeal cost THOUSANDS of dollars and because of the high level plan we had selected 90% of the costs were reimbursed to us. I am so thankful that concerns about money didn't prevent us from essentially being able to save his life. Our tabby cat is 9 1/2 and I just submitted her first claim; our out of pocket expenses will cover 2/3 of the deductible and because I expect additional testing and treatment to diagnose and treat whatever is causing her to have bald spots I am again relieved to know that I can afford to do what is needed for her because soon 90% of the costs will be reimbursed. Like I said, it's pricey but if you can manage the monthly payments it brings so much peace of mind when those big things happen!"
76, trust_pilot, 2025-11-11, 5, "Fast and easy claim process and reimbursement We have been customers of Embrace for over a decade and are always impressed by their service. Pricing is fair and I appreciate the ability to add on services like wellness. The online claims submission is incredibly easy and the explanation of benefits is easy to understand. Even if something is not covered I understand why. I wish all insurance were this easy to deal with!"
77, trust_pilot, 2025-11-11, 4, "Quick, easy and done Appreciate the rapid timing on claim process. Review process was quick. Received call from customer service team to discuss renewal. Provided all info requested to compare with previous numbers as well as other options. Nice and easy website which makes it easy to submit claims."
78, trust_pilot, 2025-11-11, 5, "Embrace has covered my cats for nearly 15 years Embrace has been covering my two cats for most of their 15 years. It has been easy to file claims. I receive electronic reimbursements. I have peace of mind that I can continue to afford and pursue quality care for my boys as they age."
79, trust_pilot, 2025-11-11, 5, "Simplicity of use."
80, trust_pilot, 2025-11-10, 5, "I am very happy with Embrace Pet… I am very happy with Embrace Pet Insurance. We got the insurance about 5 years ago and didn't really need to use it until this year and the process to file a claim was really easy."
81, trust_pilot, 2025-11-10, 5, "To submit a claim is very easy To submit a claim is very easy. App is user Friendly. Thank you for making this so easy."
82, trust_pilot, 2025-11-10, 3, "Telephone kept disconnecting after… Telephone kept disconnecting after waiting for many minute. Disconnections when taking to a rep Finally got log in figured out and now I am happy."
83, trust_pilot, 2025-11-11, 1, "Customer Service Grossly Misrepresents their Policies My pet insurance policy was misrepresented to me prior to purchase but Embrace is telling me that they don't uphold anything said by their customer service reps. I attempted to clarify a policy detail with customer service prior to purchasing the policy and they assured me that only pre-existing conditions were not covered by the policy. The reality is that any condition which the insurance company deems related to a pre-existing condition is additionally not covered by the policy. In my case one of my cats has Entropion which is considered a pre-existing condition since she has had it since birth. I paid for the surgery to correct it but now Embrace informed me that any eye conditions (for example conjunctivitis) will not be covered at all by the policy unless the vet can clearly attribute the cause to an injury or other illness. If they cannot they will just assume the eye condition is related to the pre-existing condition (Entropion). This is a gross misrepresentation of the policy given that I explicitly asked customer service questions to try and understand what was and was not covered and this exclusion was not mentioned to me."
84, trust_pilot, 2025-11-10, 4, "Submitting a claim was easy Submitting a claim was easy. Hopefully I will be reimbursed for my dog's care in an expedient manner."
85, trust_pilot, 2025-11-10, 5, "Excellent service!!!!"
86, trust_pilot, 2025-11-19, 1, "DO NOT RECCOMEND!! UPDATE: Wow did you see how fast I got a response to a negative review but can't get a reply as a paying client re: any questions to my policies or claims??? And yes we can change plans or premiums but if you read the reviews of anyone who has tried it just gets even worse and MORE costly!! AnIMBURSES???? How can it reimburse when it's our own money??? And then you take any remaining funds that are not used at the end of the year. Don't try to spin it any other way than They're just a greedy corporate machine that cares more about profit than the health and well-being of our pets. And this is evidenced by how all they do is defend their shady policies in these comments. Not once have they admitted fault and helped a policy holder instead they just spew their excuses and make no concessions! First they lure you in with low monthly premiums for the 1st year then raise them a ridiculous and unfair amount every.single.year! And do not give the BS excuses for changing info on pet breeds and certain states approving your insane increases because that is just a load of crap. When trying to get reimbursed for treatments or medications they constantly deny deny deny!! And DO NOT let them talk you into their program!!! It benefits no one except them!! You pay into the wellness program with your OWN money use it to pay for all of the many many things they don't cover but at the end of the year if you have unused money in the wellness account THEY KEEP IT!!!! This is a direct quote from their website Any unused amount of the annual maximum will not roll over and is non-refundable.How is this wellness program a benefit to the policy holder? It's not! It's only a benefit to Embrace. I had to take a pet to the ER and the medication the ER doctor thought was the best medication to treat my pet happened to be an over-the-counter medication and not an Rx and Embrace refused to cover it! So now they know better than our vets what's best for our pets? Why should it matter if the RECOMMENDED medication is an FDA approved Rx or not? It's what THE VET recommended! Just wrong wrong wrong. And don't even get me started on how IMPOSSIBLE it is to contact anyone at Embrace!!! I tried for over a week via emailthe claims portal the online chat feature etc and NO ONE would get back to me. But they have TONS OF TIME to comment on all the negative reviews they get here! Unbelievable. I DO NOT RECOMMEND EMBRACE!"
87, trust_pilot, 2025-11-10, 5, "Always very prompt and caring Always very prompt and caring. Never had a problem with submitted claim. From all the horror stories I hear from pet owners this is the one you should have so no headaches"
88, trust_pilot, 2025-11-10, 5, "Great to work with When I purchased the policy the agent explained the coverages recommended for a puppy. I had two puppies at the time that are now 2 years old. Since purchasing the policies for both my fur babies they have had sick visits and one hospital stay. I never though I would need pet insurance but I'm glad I chose Embace. I"
89, trust_pilot, 2025-11-10, 5, "Easy to submit claims through the… Easy to submit claims through the website."
90, trust_pilot, 2025-11-10, 5, "Easy reimbursement Easy reimbursement. Awesome!"
91, trust_pilot, 2025-11-10, 5, "WellnessCheck was awesome great vets"
92, trust_pilot, 2025-11-09, 5, "Easy to navigate even for 74 year old."
93, trust_pilot, 2025-11-09, 5, "Very easy submitting a claim Very easy submitting a claim. Happy with the service I have received so far."
94, trust_pilot, 2025-11-09, 4, "Confusion set in but it turns out to be… Confusion set in but it turns out to be not complicated. So the 4 stars is a beginners experience."
95, trust_pilot, 2025-11-08, 1, "MAJOR PRICE INCREASE They did okay for awhile. I received about $2500 last year in reimbursements on my $10000 policy.. so they went ahead and raised my rate by over 2x / 100%. From about $150 per month to about $350 per month!! In one year for barely using the policy.. highway robbery.."
96, trust_pilot, 2025-11-08, 5, "I've been using Embrace for about 8… I've been using Embrace for about 8 years. It's been great as far as having the easiest submittal procedures. Their rates are very reasonable compared to a lot of other pet insurances. One thing that sometimes irritates me a bit is that the website is slow. Little space dog sometimes takes his sweet time in changing pages. Otherwise no complaints!"
